CO2,Radiation,diameter,humidity,outside_temperature,inside_temperature,measurement,Yield
64.95,28.83,28.0,0.5,64.95,34.26,10.0,27.7
65.19,29.7,27.89,0.49,65.19,34.96,10.0,27.7
57.53,25.02,36.86,0.85,57.53,31.95,4.9,12.7
57.86,24.61,36.52,0.84,57.86,31.59,5.17,12.7
56.62,30.91,40.14,0.91,56.62,36.78,3.85,12.7
56.11,28.12,38.46,0.89,56.11,34.21,3.53,12.7
55.31,31.78,40.33,0.93,55.31,37.07,3.36,12.7
54.67,30.33,39.75,0.93,54.67,35.88,3.54,12.7
38.85,22.77,24.53,0.6,45.16,29.41,9.87,42.9
38.27,18.43,23.51,0.6,44.88,28.62,9.93,42.9
38.53,23.92,24.48,0.61,45.24,29.58,9.82,42.9
40.43,21.51,24.45,0.58,46.7,30.78,9.93,42.9
36.03,18.23,23.86,0.65,42.23,27.68,9.79,42.9
37.23,17.99,23.6,0.62,43.18,28.06,9.82,42.9
64.34,25.76,27.83,0.54,64.34,32.15,10.0,26.7
64.79,25.6,28.83,0.54,64.79,32.13,9.99,26.7
64.86,25.86,28.52,0.54,64.86,32.35,9.99,26.7
64.94,26.84,28.5,0.53,64.94,32.5,10.0,26.7
64.9,26.85,28.49,0.53,64.9,32.53,10.0,26.7
64.91,27.03,28.47,0.53,64.91,32.62,10.0,26.7
65.92,28.41,28.63,0.5,65.92,35.1,10.0,17.3
66.09,27.63,28.82,0.51,66.09,34.67,10.0,17.3
66.1,27.53,28.84,0.51,66.1,34.62,10.0,17.3
66.07,27.59,28.83,0.51,66.07,34.74,10.0,17.3
65.95,28.02,28.73,0.5,65.95,35.01,10.0,17.3
65.94,28.16,28.69,0.5,65.94,35.04,10.0,17.3
67.27,40.38,47.49,0.86,67.27,40.38,5.12,63.2
67.3,40.86,47.79,0.86,67.3,40.86,4.82,63.2
67.77,41.34,48.74,0.88,67.77,41.34,4.33,63.2
67.4,41.11,48.37,0.87,67.4,41.11,4.54,63.2
67.41,39.87,46.35,0.82,67.41,39.87,6.67,63.2
67.2,40.01,46.99,0.85,67.2,40.01,5.36,63.2
65.55,19.86,21.63,0.46,65.55,28.73,9.98,25.8
65.64,20.1,21.58,0.46,65.64,28.98,9.99,25.8
65.89,20.74,21.51,0.45,65.89,29.61,9.99,25.8
65.71,20.26,21.47,0.45,65.71,29.16,9.99,25.8
65.31,22.37,24.17,0.5,65.31,30.03,9.99,25.8
65.24,21.45,23.62,0.49,65.24,28.73,9.99,25.8
55.2,31.63,39.86,0.88,55.2,37.09,5.61,44.6
55.76,34.02,40.68,0.88,55.76,38.54,5.1,44.6
55.76,34.0,40.71,0.88,55.76,38.58,5.09,44.6
56.32,37.82,42.23,0.88,56.32,41.71,4.96,44.6
56.41,38.36,42.43,0.88,56.41,42.03,4.91,44.6
56.43,38.4,42.46,0.88,56.43,42.04,4.91,44.6
67.01,29.0,36.35,0.69,67.01,33.88,9.17,12.3
67.23,29.47,36.24,0.68,67.23,34.1,9.21,12.3
67.53,27.8,36.48,0.68,67.53,33.53,9.15,12.3
67.34,28.01,36.47,0.69,67.34,33.57,9.15,12.3
67.0,29.83,36.18,0.68,67.0,34.27,9.22,12.3
67.12,29.74,36.19,0.68,67.12,34.23,9.22,12.3
80.08,56.0,54.97,0.71,80.35,56.0,9.32,29.8
80.08,56.14,54.95,0.71,80.34,56.14,9.32,29.8
79.95,56.43,55.27,0.71,80.04,56.43,9.35,29.8
79.99,56.46,55.29,0.72,80.1,56.46,9.32,29.8
80.2,55.13,54.8,0.72,80.6,55.13,9.29,29.8
80.22,54.82,54.84,0.73,80.65,54.82,9.27,29.8
64.8,20.17,22.96,0.49,64.8,28.44,9.98,12.1
64.61,25.96,24.58,0.46,64.61,33.27,9.96,12.1
64.61,23.93,25.56,0.5,64.61,31.22,9.98,12.1
64.51,25.7,24.57,0.47,64.51,32.91,9.96,12.1
64.79,28.05,26.84,0.49,64.79,35.6,9.99,12.1
65.25,22.34,24.25,0.5,65.25,29.94,9.99,12.1
77.71,50.07,45.07,0.61,77.71,50.07,9.71,27.0
76.35,46.78,43.83,0.6,76.35,49.22,9.83,27.0
68.07,28.97,36.17,0.67,68.07,33.85,9.19,11.6
69.69,29.76,36.37,0.66,69.69,33.71,9.01,11.6
69.48,29.84,36.51,0.67,69.48,33.71,9.0,11.6
69.46,29.71,36.5,0.67,69.46,33.69,9.01,11.6
67.88,28.92,36.23,0.68,67.88,33.85,9.2,11.6
69.4,28.47,36.05,0.66,69.4,33.68,9.07,11.6
67.62,28.98,36.27,0.68,67.62,33.91,9.2,16.8
67.73,29.09,36.23,0.68,67.73,33.94,9.2,16.8
67.92,28.75,36.25,0.68,67.92,33.79,9.19,16.8
67.79,28.52,36.32,0.68,67.79,33.73,9.19,16.8
67.97,28.56,36.28,0.68,67.97,33.7,9.19,16.8
67.77,28.7,36.29,0.68,67.77,33.79,9.19,16.8
55.99,27.91,37.8,0.89,55.99,33.27,4.02,12.6
56.29,27.35,37.47,0.88,56.29,32.81,4.08,12.6
57.85,24.39,35.83,0.83,57.85,30.67,5.32,12.6
60.01,25.36,34.07,0.78,60.01,29.39,7.11,12.6
61.44,23.91,32.58,0.73,61.44,28.9,8.14,12.6
61.47,23.74,32.51,0.73,61.47,28.81,8.18,12.6
66.77,23.11,29.94,0.57,66.77,31.53,9.88,10.3
67.09,24.74,29.46,0.55,67.09,31.89,9.91,10.3
66.58,23.5,30.0,0.58,66.58,31.17,9.89,10.3
67.42,24.91,28.83,0.54,67.42,32.32,10.0,10.3
67.47,23.11,29.34,0.56,67.47,31.04,9.94,10.3
67.24,23.8,29.02,0.55,67.24,31.4,10.0,10.3
57.78,25.05,34.71,0.79,57.78,30.31,6.87,31.1
57.68,24.62,34.45,0.78,57.68,30.25,7.09,31.1
58.26,24.98,34.55,0.79,58.26,30.1,6.97,31.1
57.15,25.14,34.93,0.8,57.15,30.62,6.74,31.1
57.4,25.13,34.86,0.8,57.4,30.5,6.78,31.1
57.33,24.21,34.2,0.76,57.33,30.27,7.3,31.1
71.0,40.43,34.49,0.48,71.0,44.77,9.79,15.7
71.0,40.46,34.42,0.48,71.0,44.83,9.82,15.7
71.0,40.44,34.45,0.48,71.0,44.81,9.81,15.7
71.0,40.38,34.58,0.49,71.0,44.73,9.77,15.7
71.21,39.44,33.35,0.46,71.21,44.19,9.99,15.7
70.79,37.06,35.57,0.56,70.79,40.39,9.37,15.7
66.87,21.02,29.68,0.57,66.87,29.17,10.0,12.2
66.72,22.17,29.12,0.55,66.72,30.61,10.0,12.2
66.81,22.2,29.36,0.56,66.81,30.39,10.0,12.2
66.07,22.89,29.45,0.55,66.07,30.83,10.0,12.2
65.94,23.18,29.35,0.55,65.94,30.99,10.0,12.2
66.1,22.82,29.46,0.55,66.1,30.76,10.0,12.2
24.26,-0.74,21.71,0.88,32.0,13.76,6.29,38.8
24.26,-1.77,21.63,0.88,32.0,13.62,6.29,38.8
25.1,1.95,21.72,0.87,32.72,15.6,6.25,38.8
24.26,-4.28,21.48,0.88,32.0,12.37,6.29,38.8
24.26,-3.29,21.54,0.88,32.0,12.84,6.29,38.8
28.09,0.01,20.42,0.86,35.36,12.64,5.88,38.8
72.91,44.58,46.59,0.74,72.91,44.58,6.79,49.4
73.7,44.69,47.53,0.75,73.7,45.15,6.75,49.4
74.2,44.33,46.36,0.74,74.2,44.33,6.89,49.4
73.97,44.37,46.29,0.74,73.97,44.37,6.84,49.4
71.76,44.88,47.42,0.77,71.76,44.88,6.45,49.4
71.44,43.0,46.2,0.75,71.44,44.6,6.35,49.4
65.11,25.74,29.61,0.56,65.11,32.95,9.98,28.2
65.19,25.68,29.72,0.57,65.19,32.95,9.98,28.2
65.43,25.64,28.73,0.54,65.43,33.26,10.0,28.2
65.41,25.6,28.66,0.54,65.41,33.01,10.0,28.2
65.06,25.8,29.52,0.56,65.06,32.72,9.98,28.2
65.04,25.93,29.34,0.55,65.04,32.6,9.99,28.2
67.89,36.42,46.64,0.82,67.89,38.71,6.04,64.4
64.09,42.9,48.53,0.87,64.09,45.21,3.97,64.4
68.0,37.15,46.67,0.81,68.0,39.62,6.45,64.4
64.99,40.73,47.79,0.85,64.99,42.76,4.46,64.4
67.42,38.26,47.22,0.84,67.42,40.71,5.18,64.4
68.0,36.88,46.75,0.82,68.0,39.55,6.39,64.4
64.47,29.45,29.04,0.5,64.47,35.73,10.0,35.7
64.43,29.34,29.16,0.51,64.43,35.62,10.0,35.7
64.64,30.31,27.96,0.47,64.64,36.96,10.0,35.7
64.64,30.27,28.25,0.48,64.64,36.8,10.0,35.7
64.77,30.39,28.28,0.48,64.77,36.92,10.0,35.7
65.55,30.32,27.95,0.47,65.55,36.87,10.0,35.7
57.37,28.79,37.03,0.77,57.37,33.46,7.18,45.4
55.31,28.47,37.07,0.79,55.31,34.23,6.81,45.4
58.0,30.53,35.83,0.75,58.0,34.38,7.61,45.4
57.71,27.0,37.01,0.77,57.71,32.77,7.31,45.4
57.71,27.0,37.01,0.77,57.71,32.77,7.31,45.4
59.44,26.15,36.45,0.75,59.44,32.02,8.2,45.4
67.8,27.48,36.71,0.7,67.8,32.69,9.23,11.8
67.52,26.9,36.7,0.7,67.52,33.11,9.21,11.8
67.3,27.74,36.61,0.7,67.3,33.19,9.23,11.8
67.7,27.63,36.54,0.69,67.7,33.25,9.22,11.8
67.62,27.91,36.45,0.68,67.62,33.56,9.17,11.8
67.89,28.09,36.39,0.68,67.89,33.48,9.2,11.8
66.51,34.52,39.98,0.75,66.51,36.03,7.94,20.6
66.43,34.61,40.06,0.76,66.43,36.07,7.89,20.6
67.33,36.31,40.8,0.74,67.33,36.31,8.26,20.6
66.56,32.36,39.44,0.77,66.56,35.56,7.02,20.6
66.04,35.98,40.72,0.78,66.04,35.98,7.93,20.6
66.07,35.93,40.7,0.77,66.07,35.93,7.94,20.6
61.96,31.98,29.65,0.54,61.96,35.29,9.75,36.4
62.7,29.47,30.86,0.59,62.7,31.98,9.54,36.4
62.89,30.07,30.87,0.58,62.89,32.21,9.52,36.4
62.85,30.09,30.91,0.58,62.85,32.3,9.51,36.4
63.09,27.59,31.43,0.6,63.09,32.02,9.43,36.4
63.38,27.53,31.36,0.6,63.38,31.95,9.49,36.4
83.19,53.28,58.53,0.81,83.15,53.28,6.63,34.8
51.49,29.72,37.91,0.86,51.49,34.89,5.42,49.7
50.82,29.76,38.24,0.88,50.82,34.09,5.02,49.7
50.39,30.11,38.23,0.88,50.39,34.17,5.07,49.7
45.31,29.99,38.23,0.88,49.96,34.23,5.12,49.7
45.34,29.34,38.28,0.89,49.53,33.93,4.97,49.7
50.66,30.03,38.23,0.88,50.66,34.16,5.06,49.7
70.28,38.7,42.42,0.73,70.28,40.6,6.47,37.5
70.18,38.42,42.45,0.73,70.18,40.48,6.79,37.5
69.48,40.55,43.96,0.75,69.48,41.69,6.65,37.5
69.03,40.46,43.54,0.74,69.03,40.46,6.37,37.5
69.34,41.04,44.03,0.75,69.34,41.75,6.74,37.5
71.0,40.51,34.41,0.48,71.0,44.68,9.83,14.9
71.0,40.49,34.44,0.48,71.0,44.75,9.82,14.9
71.0,39.64,33.4,0.46,71.0,43.82,9.98,14.9
71.16,39.83,33.48,0.46,71.16,44.48,9.99,14.9
71.16,39.79,33.48,0.46,71.16,44.39,9.99,14.9
71.2,39.55,33.38,0.46,71.2,44.33,9.99,14.9
32.7,-4.16,23.02,0.8,41.19,12.38,7.8,43.2
31.75,-3.98,22.83,0.8,40.21,12.33,7.71,43.2
30.26,-3.87,22.21,0.8,38.7,11.88,7.21,43.2
26.76,-3.53,22.43,0.8,37.67,12.32,7.45,43.2
29.78,-3.68,22.31,0.8,38.34,12.06,7.31,43.2
32.57,-4.1,23.03,0.8,40.95,12.43,7.82,43.2
68.06,37.98,46.11,0.79,68.06,40.19,6.94,46.2
68.37,36.86,46.4,0.79,68.37,39.73,6.98,46.2
67.9,35.66,46.87,0.83,67.9,38.46,6.04,46.2
67.91,35.35,47.01,0.83,67.91,38.38,6.01,46.2
67.76,40.88,46.94,0.81,67.76,40.88,6.41,46.2
67.77,40.79,46.96,0.81,67.77,40.79,6.4,46.2
55.8,32.24,41.18,0.93,55.8,36.4,3.14,16.5
55.96,32.69,41.57,0.93,55.96,36.95,3.48,16.5
55.43,33.01,40.77,0.93,55.43,37.16,3.48,16.5
54.64,30.92,39.6,0.94,54.64,36.04,3.54,16.5
55.09,31.67,40.33,0.93,55.09,37.03,3.23,16.5
54.6,30.56,39.84,0.94,54.6,36.05,3.45,16.5
65.05,23.54,26.2,0.54,65.05,30.85,9.99,18.3
64.77,28.07,26.86,0.5,64.77,34.48,9.99,18.3
64.81,26.85,27.65,0.51,64.81,33.85,10.0,18.3
65.07,23.32,26.06,0.54,65.07,30.63,9.99,18.3
65.0,23.11,26.26,0.53,65.0,30.73,9.99,18.3
64.96,23.09,26.2,0.53,64.96,30.66,9.99,18.3
62.48,30.73,40.2,0.82,62.48,35.44,4.83,17.9
62.62,31.39,40.38,0.82,62.62,35.84,4.72,17.9
61.83,28.85,39.29,0.82,61.83,33.98,5.27,17.9
62.36,25.81,37.82,0.8,62.36,31.68,6.18,17.9
60.98,24.43,37.74,0.82,60.98,31.28,6.06,17.9
58.78,30.76,40.19,0.87,58.78,36.19,4.45,17.9
58.04,23.6,35.32,0.83,58.04,30.12,5.9,18.4
58.33,23.62,35.17,0.83,58.33,30.12,6.02,18.4
60.64,25.29,33.74,0.77,60.64,29.29,7.54,18.4
61.68,23.7,32.4,0.73,61.68,28.81,8.43,18.4
61.77,23.77,32.36,0.72,61.77,28.93,8.56,18.4
62.39,23.84,32.1,0.71,62.39,28.84,8.75,18.4
66.55,29.78,37.9,0.75,66.55,33.03,8.14,15.0
65.52,28.28,35.98,0.69,65.52,34.19,9.04,15.0
65.14,28.46,36.79,0.72,65.14,33.1,8.77,15.0
65.75,28.7,35.84,0.68,65.75,34.64,9.14,15.0
65.54,28.64,36.17,0.69,65.54,33.81,8.99,15.0
65.26,29.1,36.78,0.72,65.26,33.35,8.81,15.0
51.4,26.85,29.67,0.62,51.4,31.91,9.98,43.7
51.56,27.02,29.62,0.62,51.56,31.99,9.98,43.7
50.38,26.47,31.67,0.67,50.38,32.09,9.95,43.7
51.28,27.36,30.25,0.63,51.28,32.23,9.97,43.7
50.53,25.92,31.22,0.66,50.53,31.74,9.96,43.7
50.68,28.63,32.82,0.69,50.68,33.33,9.91,43.7
71.27,37.33,35.13,0.53,71.27,41.55,9.52,14.4
68.73,34.01,37.7,0.7,68.73,34.01,9.08,14.4
68.66,29.78,37.58,0.69,68.66,33.97,9.09,14.4
68.99,34.94,37.89,0.69,68.99,34.94,8.93,14.4
68.98,30.11,36.94,0.67,68.98,34.29,9.27,14.4
70.12,35.58,36.85,0.61,70.12,39.06,9.33,14.4
57.51,40.33,43.53,0.87,57.51,42.88,4.75,39.0
57.57,40.33,43.57,0.87,57.57,42.77,4.75,39.0
57.84,39.81,43.58,0.87,57.84,42.16,4.85,39.0
57.58,40.49,43.41,0.86,57.58,43.39,4.72,39.0
57.41,40.19,43.51,0.87,57.41,42.88,4.75,39.0
58.39,39.41,43.8,0.88,58.39,40.92,4.85,39.0
28.9,-5.26,20.91,0.83,35.74,12.87,6.2,62.2
28.99,-5.35,20.99,0.83,35.82,12.88,6.19,62.2
29.31,-4.77,21.6,0.83,36.02,13.37,6.09,62.2
29.19,-4.84,21.48,0.83,35.92,13.28,6.06,62.2
29.26,-5.01,21.45,0.83,36.0,13.22,6.12,62.2
29.34,-4.95,21.54,0.83,36.06,13.29,6.12,62.2
78.19,50.43,46.03,0.63,78.19,50.43,9.52,27.2
78.49,51.03,46.18,0.62,78.49,51.03,9.51,27.2
79.69,50.62,46.46,0.63,79.69,50.62,9.29,27.2
79.52,52.58,46.22,0.6,79.52,52.58,9.83,27.2
79.51,52.45,46.23,0.6,79.51,52.45,9.81,27.2
78.27,51.64,45.95,0.61,78.27,51.64,9.82,27.2
66.47,26.6,28.08,0.52,66.47,33.15,10.0,24.4
66.15,26.52,28.15,0.53,66.15,33.1,10.0,24.4
66.35,26.46,28.06,0.52,66.35,33.06,10.0,24.4
66.21,26.19,27.99,0.53,66.21,32.86,10.0,24.4
65.94,26.44,28.16,0.53,65.94,33.02,10.0,24.4
65.49,25.74,28.1,0.54,65.49,32.58,10.0,24.4
56.04,31.08,36.71,0.79,56.04,36.08,6.99,42.0
55.07,29.7,37.22,0.8,55.07,34.85,6.46,42.0
55.04,29.38,37.24,0.8,55.04,34.62,6.31,42.0
54.35,28.02,37.36,0.82,54.35,33.67,5.66,42.0
54.07,30.14,37.42,0.82,54.07,35.43,6.37,42.0
53.15,29.84,37.66,0.83,53.15,35.27,5.84,42.0
27.68,-5.25,19.34,0.88,34.78,10.58,5.62,35.7
31.5,-14.4,17.08,0.84,39.26,6.35,5.24,35.7
27.35,-19.09,14.69,0.85,35.94,5.0,4.74,35.7
33.11,-13.07,18.43,0.85,40.75,6.85,5.33,35.7
31.68,-9.21,19.14,0.85,39.07,8.32,5.53,35.7
65.14,26.61,30.99,0.6,65.14,32.18,9.78,23.3
65.2,26.85,30.92,0.6,65.2,32.48,9.77,23.3
65.13,26.72,30.97,0.6,65.13,32.31,9.77,23.3
64.53,25.22,31.21,0.61,64.53,31.52,9.73,23.3
64.47,24.78,31.5,0.63,64.47,30.82,9.53,23.3
64.69,24.74,31.22,0.62,64.69,30.79,9.58,23.3
36.13,18.63,24.7,0.67,43.89,28.19,9.98,48.0
37.18,19.4,24.23,0.64,44.26,28.38,9.93,48.0
35.92,17.03,24.17,0.65,43.78,27.99,9.99,48.0
35.56,18.66,25.05,0.69,43.53,28.02,9.98,48.0
34.62,15.79,23.81,0.67,41.52,27.07,9.83,48.0
34.73,15.95,23.87,0.67,41.78,27.17,9.85,48.0
53.37,34.15,40.68,0.9,53.37,38.61,4.63,44.9
53.45,34.21,40.74,0.9,53.45,38.72,4.63,44.9
53.26,34.03,40.64,0.9,53.26,38.52,4.63,44.9
53.1,33.84,40.57,0.9,53.1,38.38,4.63,44.9
53.0,33.73,40.53,0.9,53.0,38.3,4.64,44.9
52.87,33.67,40.43,0.9,52.87,38.08,4.64,44.9
66.1,23.62,29.58,0.56,66.1,31.55,10.0,29.0
66.48,23.27,29.44,0.56,66.48,31.15,10.0,29.0
65.31,24.09,29.65,0.56,65.31,31.88,10.0,29.0
65.48,24.0,29.53,0.56,65.48,31.76,10.0,29.0
65.26,24.11,29.69,0.56,65.26,31.91,10.0,29.0
67.05,22.6,29.18,0.56,67.05,30.61,10.0,29.0
66.39,21.74,19.72,0.41,66.39,31.1,10.0,23.9
66.62,24.87,25.36,0.48,66.62,32.46,10.0,23.9
67.2,24.67,21.58,0.42,67.2,32.5,10.0,23.9
65.93,22.28,22.16,0.45,65.93,30.83,10.0,23.9
66.03,22.48,22.42,0.45,66.03,30.95,10.0,23.9
66.16,22.65,22.73,0.46,66.16,31.03,10.0,23.9
61.82,32.84,41.36,0.84,61.82,36.64,4.37,16.3
62.09,33.34,41.55,0.84,62.09,36.9,4.38,16.3
59.67,32.81,40.78,0.86,59.67,37.45,4.4,16.3
62.7,34.33,41.83,0.83,62.7,37.43,4.34,16.3
60.29,33.63,40.96,0.85,60.29,37.81,4.37,16.3
62.39,37.61,42.98,0.84,62.39,41.52,4.56,16.3
70.08,29.47,27.25,0.42,70.08,37.42,10.0,17.6
69.9,30.33,27.52,0.42,69.9,37.93,10.0,17.6
70.61,29.31,27.43,0.43,70.61,37.34,10.0,17.6
70.58,31.09,28.17,0.44,70.58,38.4,10.0,17.6
70.44,30.3,28.03,0.44,70.44,37.9,10.0,17.6
70.23,28.78,27.32,0.43,70.23,36.82,10.0,17.6
71.6,33.06,29.67,0.46,71.6,38.62,9.98,22.9
71.6,33.06,29.67,0.46,71.6,38.63,9.98,22.9
72.57,33.64,29.6,0.45,72.57,39.14,9.97,22.9
72.67,34.19,29.91,0.45,72.67,39.23,9.97,22.9
72.6,33.62,29.57,0.45,72.6,39.13,9.97,22.9
72.72,33.96,29.71,0.45,72.72,39.19,9.97,22.9
57.66,24.92,37.59,0.86,57.66,32.16,5.36,18.9
58.59,25.19,37.34,0.85,58.59,32.19,5.82,18.9
60.21,23.91,36.6,0.8,60.21,31.15,6.67,18.9
60.57,23.93,36.65,0.8,60.57,31.18,6.68,18.9
59.29,25.68,37.78,0.84,59.29,32.51,5.7,18.9
61.24,25.19,35.92,0.76,61.24,32.03,7.23,18.9
57.72,24.75,34.53,0.78,57.72,30.27,7.03,27.7
57.22,25.17,34.94,0.8,57.22,30.6,6.77,27.7
60.32,28.22,34.96,0.72,60.32,33.08,8.47,27.7
57.27,24.69,34.59,0.78,57.27,30.44,7.02,27.7
59.06,24.77,34.33,0.75,59.06,30.3,7.6,27.7
59.53,24.14,33.76,0.74,59.53,29.93,7.58,27.7
62.24,27.64,33.64,0.69,62.24,30.58,9.5,42.2
63.08,30.27,31.38,0.62,63.08,30.27,9.73,42.2
62.99,29.42,32.45,0.65,62.99,29.42,9.76,42.2
62.4,27.8,32.78,0.68,62.4,31.37,9.42,42.2
62.98,29.65,33.6,0.68,62.98,29.65,9.81,42.2
62.37,30.57,34.0,0.68,62.37,30.57,9.5,42.2
78.58,45.53,44.55,0.65,80.01,45.53,8.61,44.0
78.58,45.54,44.57,0.65,80.01,45.54,8.6,44.0
79.96,45.61,44.78,0.65,79.96,45.61,8.5,44.0
78.97,44.14,43.65,0.64,78.97,45.5,8.61,44.0
78.99,44.13,43.64,0.64,78.99,45.49,8.63,44.0
58.01,36.25,44.99,0.9,58.01,40.94,4.54,42.8
58.33,36.28,44.73,0.91,58.33,41.01,4.12,42.8
58.01,36.24,44.99,0.9,58.01,40.93,4.54,42.8
59.7,37.28,44.17,0.89,59.7,40.69,4.2,42.8
59.72,37.24,44.17,0.89,59.72,40.65,4.24,42.8
59.74,37.21,44.16,0.89,59.74,40.63,4.26,42.8
58.8,32.73,42.25,0.92,58.8,36.32,4.3,36.9
57.64,35.48,42.68,0.93,57.64,36.84,3.81,36.9
57.6,35.51,42.68,0.93,57.6,36.84,3.8,36.9
58.61,33.9,42.47,0.91,58.61,37.06,4.13,36.9
59.07,33.09,42.12,0.89,59.07,36.9,4.23,36.9
54.85,33.45,44.46,0.96,54.85,38.6,3.12,36.9
77.57,40.95,41.37,0.62,77.57,43.71,9.18,11.2
77.97,41.22,41.73,0.62,77.97,43.84,9.11,11.2
76.03,39.0,39.63,0.6,76.03,42.33,9.57,11.2
76.15,39.07,39.7,0.6,76.15,42.38,9.58,11.2
76.61,40.67,40.46,0.6,76.61,44.05,9.62,11.2
77.57,44.82,46.37,0.7,77.57,44.97,7.91,47.9
78.61,46.15,46.08,0.66,78.61,46.15,8.45,47.9
76.92,43.23,46.38,0.72,76.92,44.21,7.63,47.9
76.44,44.91,46.51,0.71,76.44,44.91,7.52,47.9
74.46,44.58,47.38,0.75,74.46,44.87,7.0,47.9
74.56,44.2,46.38,0.74,74.56,44.2,6.97,47.9
62.57,24.06,32.48,0.68,62.57,29.51,8.66,30.4
60.53,24.13,33.5,0.73,60.53,29.76,7.85,30.4
60.96,24.12,33.37,0.72,60.96,29.6,7.91,30.4
61.43,24.08,33.1,0.73,61.43,29.0,7.82,30.4
60.06,24.11,33.57,0.74,60.06,29.66,7.65,30.4
59.79,24.11,33.66,0.74,59.79,29.82,7.64,30.4
80.32,56.75,55.2,0.73,80.67,56.75,9.01,31.9
79.99,53.51,54.18,0.75,80.36,53.51,8.19,31.9
80.31,55.53,55.12,0.73,80.74,55.53,9.01,31.9
80.69,55.5,54.75,0.73,81.44,55.5,8.45,31.9
80.6,54.39,54.79,0.74,81.21,54.39,8.21,31.9
80.61,54.96,54.84,0.74,81.2,54.96,8.24,31.9
51.18,30.73,38.13,0.86,51.18,34.91,5.52,59.0
51.1,30.72,38.05,0.86,51.1,35.12,5.74,59.0
51.1,30.69,38.12,0.86,51.1,34.8,5.4,59.0
50.81,30.51,38.17,0.86,50.81,34.72,5.42,59.0
50.82,30.52,38.17,0.86,50.82,34.75,5.45,59.0
50.38,30.26,38.22,0.87,50.38,34.56,5.37,59.0
79.53,51.07,47.25,0.62,81.16,51.07,9.44,51.6
79.11,48.45,46.39,0.61,80.58,49.53,8.98,51.6
20.01,4.38,8.61,0.48,31.75,15.19,9.9,35.7
31.12,8.78,10.36,0.46,36.28,18.81,9.94,35.7
21.87,5.69,6.29,0.44,31.08,15.75,9.98,35.7
17.07,5.08,5.6,0.44,29.5,15.12,9.98,35.7
20.34,7.18,12.37,0.57,30.53,15.52,9.19,35.7
22.84,9.81,14.57,0.59,32.35,16.84,9.03,35.7
63.83,29.01,41.11,0.83,63.83,34.33,7.27,14.4
61.95,30.91,38.51,0.8,61.95,32.04,7.45,14.4
63.47,28.58,40.76,0.82,63.47,33.97,7.27,14.4
63.21,28.78,40.92,0.85,63.21,34.32,6.05,14.4
62.07,30.92,38.61,0.8,62.07,32.12,7.41,14.4
63.51,28.57,40.81,0.82,63.51,33.97,7.21,14.4
56.19,33.11,43.8,0.94,56.19,38.32,2.02,46.5
55.43,33.18,43.23,0.94,55.43,38.83,2.19,46.5
56.55,36.07,44.04,0.94,56.55,39.52,2.47,46.5
56.89,36.13,44.3,0.94,56.89,39.65,2.57,46.5
56.45,33.51,44.0,0.94,56.45,38.65,2.1,46.5
55.56,33.68,43.3,0.94,55.56,39.22,2.29,46.5
56.95,34.55,41.12,0.87,56.95,38.73,4.29,45.6
55.58,34.86,42.67,0.93,55.58,38.92,2.75,45.6
57.55,36.29,44.32,0.92,57.55,39.93,2.88,45.6
57.56,34.8,43.73,0.91,57.56,38.66,3.44,45.6
55.56,33.84,41.2,0.9,55.56,37.82,3.43,45.6
55.1,33.74,41.28,0.9,55.1,38.32,3.67,45.6
77.01,35.3,32.73,0.51,77.01,36.94,9.94,13.1
78.74,38.77,32.03,0.43,78.74,42.38,9.88,13.1
78.98,39.06,31.87,0.42,78.98,42.7,9.87,13.1
76.93,35.32,32.7,0.5,76.93,37.83,9.98,13.1
78.4,35.98,32.39,0.46,78.4,39.88,10.0,13.1
77.79,35.92,32.59,0.47,77.79,39.49,10.0,13.1
72.87,37.54,23.13,0.31,72.87,43.32,10.0,13.8
71.51,36.7,22.64,0.31,71.51,42.11,10.0,13.8
72.09,37.25,22.72,0.31,72.09,42.8,10.0,13.8
72.23,37.16,22.8,0.31,72.23,42.76,10.0,13.8
71.89,35.8,23.03,0.32,71.89,41.45,10.0,13.8
71.75,36.11,22.9,0.32,71.75,41.67,10.0,13.8
24.55,9.43,15.47,0.68,30.15,15.45,8.24,52.4
24.51,9.18,15.47,0.68,30.05,15.4,8.22,52.4
24.48,9.37,15.49,0.68,30.09,15.36,8.22,52.4
24.49,14.0,15.39,0.68,30.25,15.03,8.22,52.4
25.25,14.53,15.92,0.68,30.79,16.14,8.25,52.4
24.8,15.03,16.15,0.7,30.14,15.03,8.06,52.4
58.41,33.19,38.28,0.79,58.41,36.41,5.97,52.9
59.64,33.18,38.83,0.79,59.64,36.97,6.05,52.9
59.88,33.07,38.93,0.79,59.88,36.65,5.99,52.9
59.89,33.09,38.94,0.79,59.89,36.69,6.0,52.9
58.28,32.84,38.03,0.79,58.28,35.78,6.12,52.9
58.24,32.83,38.02,0.79,58.24,35.75,6.12,52.9
69.64,37.81,22.94,0.33,69.64,43.81,10.0,21.4
69.57,37.63,22.97,0.33,69.57,43.74,10.0,21.4
69.89,37.93,22.91,0.33,69.89,43.67,10.0,21.4
70.11,37.59,22.96,0.33,70.11,43.16,10.0,21.4
71.68,32.45,22.11,0.31,71.68,39.66,10.0,21.4
71.09,35.83,22.96,0.32,71.09,42.03,10.0,21.4
